REF_ID_COD,UNIQUE_ID,DATA_SOURC,LOC_METHOD,ORIG_ID,SLIDE_NAME,LENGTH_ft,WIDTH_ft,DEPTH_ft,SLOPE,TYPE_MOVE,MOVE_CLASS,CONTR_FACT,TYPE_MTRL,AREA_ft2,VOLUME_ft3,DEEP_SHAL,DAMAGES,LOSSES,COMMENTS,YEAR,DATE_RANGE,MONTH,DAY,FID,ANNUAL_COS,REPAIR_COS,REACTIVATI,longitude,latitude,session_source_key
ODOT2011,LS_1988,Oregon Department of Transportation, ,SL001-0102-12RN1, ,0,0,0.0,0, ,Landslide, , ,0,0, ,Road Impact:LS affects shoulder;, , Hwy Name:Pacific; Hwy Number:001;Mile Post:102.12;Frequency:every 5 yrs or less;no maintenance required,0, , , ,1829,0.0,0.0, ,-123.32982828513464,42.952706070303016,portal_dogami_slido
ODOT2011,LS_1989,Oregon Department of Transportation, ,SL001-0102-21RN1, ,0,0,0.0,0, ,Rockfall, , ,0,0, ,Road Impact:RF contain in ditch;, , Hwy Name:Pacific; Hwy Number:001;Mile Post:102.21;Frequency:2 to 3 times a yr;,0, , , ,1830,1473.0,114077.0, ,-123.32884172600893,42.95381936091768,portal_dogami_slido
ODOT2011,LS_1990,Oregon Department of Transportation, ,SL001-0102-32RN1, ,0,0,0.0,0, ,Rockfall, , ,0,0, ,Road Impact:RF onto shoulder;, , Hwy Name:Pacific; Hwy Number:001;Mile Post:102.32;Frequency:2 to 3 times a yr;,0, , , ,1831,1473.0,14052.599609375, ,-123.32763908147669,42.95512876837786,portal_dogami_slido
ODOT2011,LS_1991,Oregon Department of Transportation, ,SL001-0102-49RN1, ,0,0,0.0,0, ,Rockfall, , ,0,0, ,Road Impact:RF on roadway;Lanes Affected:2;, , Hwy Name:Pacific; Hwy Number:001;Mile Post:102.49;Frequency:2 to 3 times a yr;,0, , , ,1832,1633.0,295215.0, ,-123.32569548850458,42.9572021705827,portal_dogami_slido
ODOT2011,LS_1992,Oregon Department of Transportation, ,SL001-0102-80RN1, ,0,0,0.0,0, ,Rockfall, , ,0,0, ,Road Impact:RF on roadway;Lanes Affected:2;, , Hwy Name:Pacific; Hwy Number:001;Mile Post:102.8;Frequency:2 to 3 times a yr;,0, , , ,1833,1828.0,60194.69921875, ,-123.32550252171305,42.9613590698929,portal_dogami_slido
ODOT2011,LS_1993,Oregon Department of Transportation, ,SL001-0108-10LS1,Myrtle Creek curves,0,0,0.0,0, ,Rockfall, , ,0,0, ,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage, , Hwy Name:Pacific; Hwy Number:001;Mile Post:108.1;Frequency:2 times a yr;,0, , , ,1834,3045.0,3747310.0, ,-123.29781296666955,43.023804019784954,portal_dogami_slido
ODOT2011,LS_1994,Oregon Department of Transportation, ,SL001-0109-42LS1,Serpentine cut,0,0,0.0,0, ,Rockfall, , ,0,0, ,Road Impact:RF contain in ditch;, , Hwy Name:Pacific; Hwy Number:001;Mile Post:109.42;Frequency:every 5 yrs or less;,0, , , ,1835,870.0399780273438,2294720.0, ,-123.31787371378134,43.03035923388722,portal_dogami_slido
ODOT2011,LS_1995,Oregon Department of Transportation, ,SL001-0109-63LS1, ,0,0,0.0,0, ,Landslide, , ,0,0, ,Road Impact:LS affects shoulder;, , Hwy Name:Pacific; Hwy Number:001;Mile Post:109.63;Frequency:every 5 yrs or less;,0, , , ,1836,765.2100219726562,25610.099609375, ,-123.32151166315265,43.03163790864222,portal_dogami_slido
ODOT2011,LS_1996,Oregon Department of Transportation, ,SL001-0110-24LS1,Boomer Hill cut,0,0,0.0,0, ,Rockfall, , ,0,0, ,Road Impact:RF contain in ditch;, , Hwy Name:Pacific; Hwy Number:001;Mile Post:110.24;Frequency:every 5 yrs or less;,0, , , ,1837,296.3599853515625,12275.2998046875, ,-123.3317239398724,43.036088376656856,portal_dogami_slido
ODOT2011,LS_1997,Oregon Department of Transportation, ,SL001-0110-77LS1, ,0,0,0.0,0, ,Rockfall, , ,0,0, ,Road Impact:RF contain in ditch;, , Hwy Name:Pacific; Hwy Number:001;Mile Post:110.77;Frequency:every 5 yrs or less;,0, , , ,1838,276.4800109863281,158479.0, ,-123.3329050314339,43.043544217846204,portal_dogami_slido
ODOT2011,LS_1998,Oregon Department of Transportation, ,SL001-0112-86RN1, ,0,0,0.0,0, ,Landslide, , ,0,0, ,Road Impact:LS affects shoulder; Other Impact:buttress above road that's starting to fail;, , Hwy Name:Pacific; Hwy Number:001;Mile Post:112.86;Frequency:every 5 yrs or less;no maintenance required,0, , , ,1839,0.0,3435310.0, ,-123.35130864922512,43.067600650334626,portal_dogami_slido
ODOT2011,LS_1999,Oregon Department of Transportation, ,SL001-0114-60BB1,Weber slide,0,0,0.0,0, ,Landslide, , ,0,0, ,Road Impact:LS close >60mi det;Lanes Affected:4;, ," Hwy Name:Pacific; Hwy Number:001;Mile Post:114.6;Frequency:every 4 yrs;horizontal drains installed, reading taken SB side.  $5k/yr",0, , , ,1840,5000.0,0.0, ,-123.3681182103537,43.08857078932738,portal_dogami_slido
ODOT2011,LS_2000,Oregon Department of Transportation, ,SL001-0115-73RN1, ,0,0,0.0,0, ,Landslide, , ,0,0, ,Road Impact:LS leaves 2-way traf;Lanes Affected:1;, , Hwy Name:Pacific; Hwy Number:001;Mile Post:115.73;Frequency:every 5 yrs or less;no maintenance required,0, , , ,1841,0.0,48062.1015625, ,-123.36577126080236,43.10406696941239,portal_dogami_slido
ODOT2011,LS_2001,Oregon Department of Transportation, ,SL001-0116-42RN1, ,0,0,0.0,0, ,Rockfall, , ,0,0, ,Road Impact:RF contain in ditch;, , Hwy Name:Pacific; Hwy Number:001;Mile Post:116.42;Frequency:every yr;,0, , , ,1842,554.0999755859375,378858.0, ,-123.35508781733999,43.10893433118546,portal_dogami_slido
ODOT2011,LS_2436,Oregon Department of Transportation, ,SL270-0018-73RE1,Slide 1,0,0,0.0,0, ,Fill Failure, , ,0,0, ,Road Impact:LS leaves 2-way traf;Lanes Affected:1;, , Hwy Name:Lake of the Woods; Hwy Number:270;Mile Post:18.73;Frequency:every yr;,0, , , ,2037,600.0,389567.0, ,-122.53510109549399,42.40268820143402,portal_dogami_slido
ODOT2011,LS_2437,Oregon Department of Transportation, ,SL270-0018-84RE1,N/A,0,0,0.0,0, ,Fill Failure, , ,0,0, ,Road Impact:LS leaves 2-way traf;Lanes Affected:1;, , Hwy Name:Lake of the Woods; Hwy Number:270;Mile Post:18.84;Frequency:every 5 yrs or less;,0, , , ,2038,0.0,95000.0, ,-122.53300264282122,42.4020995606169,portal_dogami_slido
ODOT2011,LS_2438,Oregon Department of Transportation, ,SL270-0019-16RE1,N/A,0,0,0.0,0, ,Fill Failure, , ,0,0, ,Road Impact:LS affects shoulder;, , Hwy Name:Lake of the Woods; Hwy Number:270;Mile Post:19.16;Frequency:every 2 yrs;,0, , , ,2039,300.0,329300.0, ,-122.52720826395698,42.401030083994996,portal_dogami_slido
ODOT2011,LS_2439,Oregon Department of Transportation, ,SL270-0019-40RE1,Slide 2,0,0,0.0,0, ,Fill Failure, , ,0,0, ,Road Impact:LS affects shoulder;, , Hwy Name:Lake of the Woods; Hwy Number:270;Mile Post:19.4;Frequency:every 5 yrs or less;,0, , , ,2040,0.0,8606.0, ,-122.52262859913563,42.400258245941565,portal_dogami_slido
